,Position,date,persName,roleName
400,Head of Information Department (from 1942),1947-1950,Sir Kenneth W. Blackburne,"G.C.M.G., G.B.E."
401,Head of Information Department (from 1942),1951-1953,Charles Y. Carstairs,C.M.G.
402,Head of Information Department (from 1942),1953-1957,"Sir S. Harold Evans, Bt.","C.M.G., O.B.E."
403,Head of Information Department (from 1942),1957-1962,Owen H. Morris,"C.B., C.M.G."
404,Head of Information Department (from 1942),1963-1966,Philip R. Noakes,O.B.E.
405,Principal Private Secretary to the Secretary of State for the Colonies,1859-1864,John G.D. Engleheart,C.B.
406,Principal Private Secretary to the Secretary of State for the Colonies,1864-1866,Charles S. Parker,
407,Principal Private Secretary to the Secretary of State for the Colonies,1866-1867,"Sir Cyril C. Graham, Bt.",C.M.G.
408,Principal Private Secretary to the Secretary of State for the Colonies,1867-1868,Henry S. Bryant,
409,Principal Private Secretary to the Secretary of State for the Colonies,1868-1870,Hon. Sir Robert H. Meade,G.C.B.
410,Principal Private Secretary to the Secretary of State for the Colonies,1870-1874,Rt. Hon. Edmond R. Wodehouse,
411,Principal Private Secretary to the Secretary of State for the Colonies,1874-1877,"Sir Montagu F. Ommanney, G.CM.G.",K.C.B.
412,Principal Private Secretary to the Secretary of State for the Colonies,1877-1878,Colonel Sir Herbert Jekyll,K.C.M.G.
413,Principal Private Secretary to the Secretary of State for the Colonies,1878-1880,Marcus P.F. Caulfeild,C.B.
414,Principal Private Secretary to the Secretary of State for the Colonies,1880-1882,Robert Bickersteth,
415,Principal Private Secretary to the Secretary of State for the Colonies,1882-1886,Sir Reginald L. Antrobus,"K.C.M.G., C.B."
416,Principal Private Secretary to the Secretary of State for the Colonies,1886-1892,Sir William A. Baillie-Hamilton,"K.C.M.G., C.B."
417,Principal Private Secretary to the Secretary of State for the Colonies,1892-1895,Frederick S. St. Quintin,
418,Principal Private Secretary to the Secretary of State for the Colonies,1895-1897,Sir Henry F. Wilson,"K.C.M.G., K.B.E."
419,Principal Private Secretary to the Secretary of State for the Colonies,1897-1900,Lord Ampthill,"G.C.S.I., G.C.I.E."
420,Principal Private Secretary to the Secretary of State for the Colonies,1900-1903,Lord Monk Bretton,C.B.
421,Principal Private Secretary to the Secretary of State for the Colonies,1903-1908,Bernard H. Holland,C.B.
422,Principal Private Secretary to the Secretary of State for the Colonies,1908-1912,Sir Lionel Earle,"K.C.B., K.C.V.O., C.M.G."
423,Principal Private Secretary to the Secretary of State for the Colonies,1912-1916,Sir Frederick G.A. Butler,"K.C.M.G., C.B."
424,Principal Private Secretary to the Secretary of State for the Colonies,1916-1919,Sir Harry F. Batterbee,"G.C.M.G., K.C.V.O."
425,Principal Private Secretary to the Secretary of State for the Colonies,1919-1920,Sir Hugh C. Thornton,"K.C.M.G., C.V.O."
426,Principal Private Secretary to the Secretary of State for the Colonies,1921-1924,Sir Edward H. Marsh,"K.C.V.O., C.B., C.M.G."
427,Principal Private Secretary to the Secretary of State for the Colonies,1924-1930,J. Aubrey P. Edgcumbe,"C.M.G., C.B.E."
428,Principal Private Secretary to the Secretary of State for the Colonies,1930-1937,Edmund B. Boyd,"C.M.G., C.V.O."
429,Principal Private Secretary to the Secretary of State for the Colonies,1937-1939,Sir Gerald H. Creasy,"K.C.M.G., O.B.E."
430,Principal Private Secretary to the Secretary of State for the Colonies,1939-1940,Sir J. John Paskin,"K.C.M.G., M.C."
431,Principal Private Secretary to the Secretary of State for the Colonies,1940-1941,Christopher G. Eastwood,C.M.G.
432,Principal Private Secretary to the Secretary of State for the Colonies,1941-1945,Sir Colin H. Thornley,"K.C.M.G., C.V.O."
433,Principal Private Secretary to the Secretary of State for the Colonies,1945-1946,Sir Eugene Melville,K.C.M.G.
434,Principal Private Secretary to the Secretary of State for the Colonies,1946-1947,Edward R. Edmonds,C.M.G.
435,Principal Private Secretary to the Secretary of State for the Colonies,1947-1950,Sir N. Duncan Watson,K.C.M.G.
436,Principal Private Secretary to the Secretary of State for the Colonies,1950-1952,Sir Angus M. MacKintosh,"K.C.V.O., C.M.G."
437,Principal Private Secretary to the Secretary of State for the Colonies,1953-1956,Sir John B. Johnston,"G.C.M.G., K.C.V.O."
438,Principal Private Secretary to the Secretary of State for the Colonies,1956-1959,Sir John O. Moreton,"K.C.M.G., K.C.V.O., M.C."
439,Principal Private Secretary to the Secretary of State for the Colonies,1959-1961,Derek L. Pearson,C.B.
440,Principal Private Secretary to the Secretary of State for the Colonies,1961-1962,Jack T.A. Howard-Drake,
441,Principal Private Secretary to the Secretary of State for the Colonies,1962-1964,Nicolaas B.J. Huijsman,C.M.G.
442,Principal Private Secretary to the Secretary of State for the Colonies,1964-1965,John W. Stacpoole,
443,Principal Private Secretary to the Secretary of State for the Colonies,1965-1967,Hon. Alexander P. Hovell-Thurlow-Cumming-Bruce,O.B.E.
