,Position,date,persName,roleName
1092,"Head of Eastern Department (responsibility for relations with Russia, the Balkan States, Turkey, Persia, Egypt, Abyssinia and Central Asia until 1914; merged with Western Department in 1914 as the War Department; reestablished in 1919 with responsibility for Turkey, Persia and the independent Arab States of the Middle East; relinquished responsibility for Iraq, Israel, Jordan, the Lebanon and Syria to the Levant Department in 1953 and for the Independent Arab States to the Arabian Department in 1958; Near Eastern from 1968 until 1972; Near East and North Africa from 1972 until 200_; an Eastern Department was reestablished in 1992 but with responsibility for Eastern Europe—see above)",2009-2010,John Casson,C.M.G.
1093,"Head of Eastern Department (responsibility for relations with Russia, the Balkan States, Turkey, Persia, Egypt, Abyssinia and Central Asia until 1914; merged with Western Department in 1914 as the War Department; reestablished in 1919 with responsibility for Turkey, Persia and the independent Arab States of the Middle East; relinquished responsibility for Iraq, Israel, Jordan, the Lebanon and Syria to the Levant Department in 1953 and for the Independent Arab States to the Arabian Department in 1958; Near Eastern from 1968 until 1972; Near East and North Africa from 1972 until 200_; an Eastern Department was reestablished in 1992 but with responsibility for Eastern Europe—see above)",2010-2012,Patrick J. Davies,O.B.E.
1094,"Head of Egyptian Department (established in 1924 with responsibility for Egypt, Abyssinia, Libya, Somaliland and Liberia; disestablished in 1948)",1924-1931,John Murray,C.M.G.
1095,"Head of Egyptian Department (established in 1924 with responsibility for Egypt, Abyssinia, Libya, Somaliland and Liberia; disestablished in 1948)",1931-1935,Sir Maurice D. Peterson,G.C.M.G.
1096,"Head of Egyptian Department (established in 1924 with responsibility for Egypt, Abyssinia, Libya, Somaliland and Liberia; disestablished in 1948)",1935-1938,Rt. Hon. Sir Ronald I. Campbell,"G.C.M.G., C.B."
1097,"Head of Egyptian Department (established in 1924 with responsibility for Egypt, Abyssinia, Libya, Somaliland and Liberia; disestablished in 1948)",1938-1940,Sir David V. Kelly,"G.C.M.G., M.C."
1098,"Head of Egyptian Department (established in 1924 with responsibility for Egypt, Abyssinia, Libya, Somaliland and Liberia; disestablished in 1948)",1940,Sir Clifford J. Norton,"K.C.M.G., C.V.O."
1099,"Head of Egyptian Department (established in 1924 with responsibility for Egypt, Abyssinia, Libya, Somaliland and Liberia; disestablished in 1948)",1940-1941,Sir Charles H. Bateman,"K.C.M.G., M.C."
1100,"Head of Egyptian Department (established in 1924 with responsibility for Egypt, Abyssinia, Libya, Somaliland and Liberia; disestablished in 1948)",1941-1947,Sir Patrick S. Scrivener,K.C.M.G.
1101,"Head of Egyptian Department (established in 1924 with responsibility for Egypt, Abyssinia, Libya, Somaliland and Liberia; disestablished in 1948)",1947-1948,Sir Daniel W. Lascelles,K.C.M.G.
1102,"Head of Egyptian Department (established in 1924 with responsibility for Egypt, Abyssinia, Libya, Somaliland and Liberia; disestablished in 1948)",1948,Sir George L. Clutton,K.C.M.G.
1103,Head of Abyssinian Department (established in 1935 and disestablished in 1936),1935-1936,Sir Maurice D. Peterson,G.C.M.G.
1104,"Head of Levant Department (established in 1953 with responsibility for relations with Iraq, Israel, Jordan, the Lebanon and Syria; Iraq transferred to Eastern Department in 1958; disestablished in 1961)",1953-1955,Paul S. Falla,
1105,"Head of Levant Department (established in 1953 with responsibility for relations with Iraq, Israel, Jordan, the Lebanon and Syria; Iraq transferred to Eastern Department in 1958; disestablished in 1961)",1955-1958,E. Michael Rose,C.M.G.
1106,"Head of Levant Department (established in 1953 with responsibility for relations with Iraq, Israel, Jordan, the Lebanon and Syria; Iraq transferred to Eastern Department in 1958; disestablished in 1961)",1958-1959,Sir R. Michael Hadow,K.C.M.G.
1107,"Head of Levant Department (established in 1953 with responsibility for relations with Iraq, Israel, Jordan, the Lebanon and Syria; Iraq transferred to Eastern Department in 1958; disestablished in 1961)",1959-1961,Sir John G.S. Beith,K.C.M.G.
1108,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1958-1959,Sir Derek M.H. Riches,K.C.M.G.
1109,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1959-1961,Sir Richard A. Beaumont,"K.C.M.G., O.B.E."
1110,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1961-1963,A. Robert Walmsley,"C.M.G., M.B.E."
1111,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1963-1967,T. Frank Brenchley,C.M.G.
1112,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1967-1968,Sir Michael S. Weir,K.C.M.G.
1113,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1968-1970,Donal J. McCarthy,C.M.G.
1114,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1970-1972,Sir Antony A. Acland,"K.G., G.C.M.G., G.C.V.O."
1115,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1972-1974,Lord Wright of Richmond,G.C.M.G.
1116,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1975-1979,Hon. Ivor T.M. Lucas,C.M.G.
1117,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1979,Sir Alan G. Munro,K.C.M.G.
1118,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1979,Lord Hannay of Chiswick,"C.H., G.C.M.G."
1119,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1979-1983,Sir H. David A.C. Miers,"K.B.E., C.M.G."
1120,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1983-1984,D. Keith Haskell,"C.M.G., C.V.O."
1121,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1984-1987,Stephen P. Day,C.M.G.
1122,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1987-1991,Sir J. Rob (ertson) Young,G.C.M.G.
1123,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1991-1993,Patrick M. Nixon,"C.M.G., O.B.E."
1124,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1994-1996,Sir Nicholas W. Browne,"K.B.E., C.M.G."
1125,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1996-1999,Edward G.M. Chaplin,"C.M.G., O.B.E."
1126,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),1999-2002,Sir William C. Patey,K.C.M.G.
1127,Head of Arabian Department (established in 1958; Middle East Department from 1972 until 200_),2002-2004,J. Charles R. Gray,C.M.G.
1128,Head of Aden Department (established in 1967 and disestablished after British withdrawal),1967-1968,Donal J. McCarthy,C.M.G.
1129,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1854-1859,Augustus L. Coles,
1130,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1859-1866,Sir Francis B. Alston,K.C.M.G.
1131,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1866-1873,John W.G. Woodford,
1132,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1873-1877,Lord Currie,G.C.B.
1133,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1877-1880,Henry A.W. Hervey,
1134,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1880-1894,"Sir Harry S.C. Clarke Jervoise, Bt.",
1135,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1894-1896,Everard W. Wylde,C.M.G.
1136,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1896-1899,Sir Francis A. Campbell,"K.C.M.G., C.B."
1137,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1899-1910,Arthur Larcom,C.B.
1138,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1910-191_,Gerald S. Spicer,C.B.
1139,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",191_-1924,Sir Rowland A.C. Sperling,"K.C.M.G., C.B."
1140,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1924-1928,Rt. Hon. Lord Vansittart,"G.C.B., G.C.M.G., M.V.O."
1141,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1928-1936,Rt. Hon. Sir Robert L. Craigie,"G.C.M.G., C.B."
1142,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1936-1937,Sir John M. Troutbeck,"G.B.E., K.C.M.G."
1143,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1938-1941,Sir John Balfour,"G.C.M.G., G.B.E."
1144,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1941-1944,Sir Nevile M. Butler,"K.C.M.G., C.V.O."
1145,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1944-1945,Sir Philip M. Broadmead,"K.C.M.G., M.C."
1146,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1945-1946,Sir Paul Mason,"K.C.M.G., K.C.V.O."
1147,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1946-1947,Ian A.D. Wilson-Young,
1148,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1947-1948,Sir Francis B.A. Rundall,"G.C.M.G., O.B.E."
1149,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1948-1949,Philip Broad,C.M.G.
1150,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1949-1950,Sir A. Stanley Fordham,"K.B.E., C.M.G."
1151,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1950-1951,Donald D. Maclean,
1152,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1951-1952,Robert Cecil,C.M.G.
1153,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1952-1954,Sir Terence W. Garvey,K.C.M.G.
1154,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1954-1956,Morgan C.G. Man,C.M.G.
1155,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1956-1962,Hon. Henry A.A. Hankey,"C.M.G., C.V.O."
1156,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1962-1966,Richard M.K. Slater,C.M.G.
1157,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1966-1967,Robert H.G. Edmonds,"C.M.G., M.B.E."
1158,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1967-1968,Christopher E. Diggines,C.M.G.
1159,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1968-1969,Thomas R.M. Sewell,
1160,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1969-1971,Sir Charles D. Wiggin,"K.C.M.G., D.F.C."
1161,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1971-1974,Sir Hugh T.A. Overton,K.C.M.G.
1162,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1974-1975,Lord Nicholas C. Gordon Lennox,"K.C.M.G., K.C.V.O."
1163,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1975-1976,Sir Derek M.D. Thomas,K.C.M.G.
1164,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1976-1979,Sir M. Ramsay Melhuish,C.M.G.
1165,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1979-1982,Sir Martin S. Berthoud,"K.C.V.O., C.M.G."
1166,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1982-1985,Noel H. Marshall,C.M.G.
1167,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1985-1988,Peter J. Fowler,C.M.G.
1168,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1988-1991,David A. Burns,"C.M.G., C.B.E."
1169,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1991-1996,Mark E. Pellew,C.V.O.
1170,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",1996-2000,Philip J. Priestley,C.B.E.
1171,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",2000-2003,Nicholas H.S. Armour,
1172,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",2003-2005,Martin J.K. Rickerd,"O.B.E., M.V.O."
1173,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",2005-200_,Nigel Pooley,
1174,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",2009-2011,Andrew J. Millar,
1175,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",2011-2013,Ian F. Collard,
1176,"Head of American Department (established in 1854 with responsibility also for China, Central America, Italy from 1854 until 1857 and Sweden from 1856 until 1857; and American and Asiatic from 1881 until 1899; American and African from 1920 until 1930; North American from 1941 until 1949 and from _; North American and Caribbean from 1968 until 1969)",2013-2015,Lucy R. Joyce,O.B.E.
1177,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1941-1947,Sir J. Victor T.W.T. Perowne,K.C.M.G.
1178,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1947-1949,Sir C.A. Evelyn Shuckburgh,"G.C.M.G., C.B."
1179,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1949,Sir A. Stanley Fordham,"K.B.E., C.M.G."
1180,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1968-1969,Christopher E. Diggines,C.M.G.
1181,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1969,Sir Christopher D. Wiggin,"K.C.M.G., D.F.C."
1182,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1971-1973,John M. Hunter,"C.B., M.C."
1183,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1973-1977,Hugh M. Carless,C.M.G.
1184,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1977-1979,Sir John B. Ure,"K.C.M.G., L.V.O."
1185,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1979-1982,Sir P. Robin Fearn,K.C.M.G.
1186,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1982-1985,Adrian J. Sindall,C.M.G.
1187,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1985-1987,Philip A. McLean,C.M.G.
1188,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1987-1989,Charles R.L. de Chassiron,C.V.O.
1189,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1989-1990,Merrick S. Baker-Bates,C.M.G.
1190,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1980-1991,Sir A. Leycester S. Coltman,"K.B.E., C.M.G."
1191,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1991-1993,Andrew R. Murray,
1192,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1993-1996,L. Gregory Faulkner,
1193,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",1996-2000,Henry G. Hogger,C.M.G.
1194,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",2000-2003,John A. Dew,
1195,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",2003-2005,Stephen M. Williams,
1196,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",2005-2008,Rupert H.N. Joy,
1197,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",2008-2010,Simon Harkin,
1198,"Head of South American Department (from 1941 until 1949; from 1977 until and from 2005; Latin American from 1968 until 1969, from 1971 until 1977 and from 1990 on merger with Mexico and Central America Department; Latin American and Caribbean from 1998 until 200_)",2011-2014,Fiona J. Clouder,
1199,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1968-1970,Anthony J. Fairclough,C.M.G.
1200,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1970-1971,Sir Richard N. Posnett,"K.B.E., C.M.G."
1201,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1971-1974,Nicolaas B.J. Huijsman,C.M.G.
1202,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1974-1975,W.T.A. Cox,
1203,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1975-1980,Patrick C. Duff,C.M.G.
1204,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1980-1981,Ronald F.R. Deare,C.M.G.
1205,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1981-1984,John C. Edwards,C.M.G.
1206,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1984-1986,Charles D. Sanderson,
1207,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1986-1988,Sir Allan J.H.R. Ramsay,"K.B.E., C.M.G."
1208,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1988-1991,Robin S. Gorham,
